record_id,service,agency,agency_code,category,requirements,fees_summary,steps_summary,processing_time,source_url,last_verified
SVC-8781,Epworth (Harare) Ward 32 - Secondary School Boarding Facility Allocation Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8781; Official Bank Payment Receipt for Prescribed Fee,Epworth (Harare) Ward 32 - Secondary School Boarding Facility Allocation Procedure Application Processing Fee: $50,Obtain Application Form SVC-8781 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Epworth (Harare) Ward 32 - Secondary School Boarding Facility Allocation Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8782,Bulawayo Central (Bulawayo) Ward 33 - Vocational Training Apprentice Placement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8782; Official Bank Payment Receipt for Prescribed Fee,Bulawayo Central (Bulawayo) Ward 33 - Vocational Training Apprentice Placement Procedure Application Processing Fee: $50,Obtain Application Form SVC-8782 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo Central (Bulawayo) Ward 33 - Vocational Training Apprentice Placement Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8783,Bulawayo North (Manicaland) Ward 34 - Municipal Trade Vendor Kiosk Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8783; Official Bank Payment Receipt for Prescribed Fee,Bulawayo North (Manicaland) Ward 34 - Municipal Trade Vendor Kiosk Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-8783 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo North (Manicaland) Ward 34 - Municipal Trade Vendor Kiosk Renewal Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8784,Bulawayo South (Mashonaland Central) Ward 35 - Local Authority Architectural Building Approval Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8784; Official Bank Payment Receipt for Prescribed Fee,Bulawayo South (Mashonaland Central) Ward 35 - Local Authority Architectural Building Approval Procedure Application Processing Fee: $50,Obtain Application Form SVC-8784 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bulawayo South (Mashonaland Central) Ward 35 - Local Authority Architectural Building Approval Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8785,Makokoba (Mashonaland East) Ward 36 - Trade Effluent Wastewater Discharge Permit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8785; Official Bank Payment Receipt for Prescribed Fee,Makokoba (Mashonaland East) Ward 36 - Trade Effluent Wastewater Discharge Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-8785 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Makokoba (Mashonaland East) Ward 36 - Trade Effluent Wastewater Discharge Permit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8786,Luveve (Mashonaland West) Ward 37 - VID Certificate of Fitness Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8786; Official Bank Payment Receipt for Prescribed Fee,Luveve (Mashonaland West) Ward 37 - VID Certificate of Fitness Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-8786 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Luveve (Mashonaland West) Ward 37 - VID Certificate of Fitness Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8787,Mutare Urban (Masvingo) Ward 38 - TSCZ Defensive Driving Card Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8787; Official Bank Payment Receipt for Prescribed Fee,Mutare Urban (Masvingo) Ward 38 - TSCZ Defensive Driving Card Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-8787 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutare Urban (Masvingo) Ward 38 - TSCZ Defensive Driving Card Renewal Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8788,Mutare Rural (Matabeleland North) Ward 39 - Commuter Omnibus Route Operating Licence Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8788; Official Bank Payment Receipt for Prescribed Fee,Mutare Rural (Matabeleland North) Ward 39 - Commuter Omnibus Route Operating Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-8788 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutare Rural (Matabeleland North) Ward 39 - Commuter Omnibus Route Operating Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8789,Makoni (Matabeleland South) Ward 40 - ZINARA Toll Exemption Verification Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8789; Official Bank Payment Receipt for Prescribed Fee,Makoni (Matabeleland South) Ward 40 - ZINARA Toll Exemption Verification Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-8789 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Makoni (Matabeleland South) Ward 40 - ZINARA Toll Exemption Verification Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8790,Chipinge (Midlands) Ward 41 - ZIMRA Border Cargo Clearance & Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8790; Official Bank Payment Receipt for Prescribed Fee,Chipinge (Midlands) Ward 41 - ZIMRA Border Cargo Clearance & Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-8790 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chipinge (Midlands) Ward 41 - ZIMRA Border Cargo Clearance & Inspection Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8791,Chimanimani (Harare) Ward 42 - Customs In-Bond Transit Seal Removal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8791; Official Bank Payment Receipt for Prescribed Fee,Chimanimani (Harare) Ward 42 - Customs In-Bond Transit Seal Removal Procedure Application Processing Fee: $50,Obtain Application Form SVC-8791 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chimanimani (Harare) Ward 42 - Customs In-Bond Transit Seal Removal Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8792,Nyanga (Bulawayo) Ward 43 - ZRP Firearm Storage Vault Security Audit Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8792; Official Bank Payment Receipt for Prescribed Fee,Nyanga (Bulawayo) Ward 43 - ZRP Firearm Storage Vault Security Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-8792 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Nyanga (Bulawayo) Ward 43 - ZRP Firearm Storage Vault Security Audit Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8793,Bindura (Manicaland) Ward 44 - Private Security Company Operating Permit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8793; Official Bank Payment Receipt for Prescribed Fee,Bindura (Manicaland) Ward 44 - Private Security Company Operating Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-8793 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bindura (Manicaland) Ward 44 - Private Security Company Operating Permit Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8794,Mazowe (Mashonaland Central) Ward 45 - MOPA Public Event & Assembly Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8794; Official Bank Payment Receipt for Prescribed Fee,Mazowe (Mashonaland Central) Ward 45 - MOPA Public Event & Assembly Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-8794 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mazowe (Mashonaland Central) Ward 45 - MOPA Public Event & Assembly Clearance Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8795,Guruve (Mashonaland East) Ward 46 - ZEC Ward Polling Station Registration Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8795; Official Bank Payment Receipt for Prescribed Fee,Guruve (Mashonaland East) Ward 46 - ZEC Ward Polling Station Registration Procedure Application Processing Fee: $50,Obtain Application Form SVC-8795 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Guruve (Mashonaland East) Ward 46 - ZEC Ward Polling Station Registration Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8796,Mount Darwin (Mashonaland West) Ward 47 - ZACC Whistleblower Protection Disclosure Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8796; Official Bank Payment Receipt for Prescribed Fee,Mount Darwin (Mashonaland West) Ward 47 - ZACC Whistleblower Protection Disclosure Procedure Application Processing Fee: $50,Obtain Application Form SVC-8796 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mount Darwin (Mashonaland West) Ward 47 - ZACC Whistleblower Protection Disclosure Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8797,Shamva (Masvingo) Ward 48 - Commercial Solar PV System Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8797; Official Bank Payment Receipt for Prescribed Fee,Shamva (Masvingo) Ward 48 - Commercial Solar PV System Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-8797 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Shamva (Masvingo) Ward 48 - Commercial Solar PV System Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8798,Rushinga (Matabeleland North) Ward 49 - LP Gas Retail Outlet Refilling Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8798; Official Bank Payment Receipt for Prescribed Fee,Rushinga (Matabeleland North) Ward 49 - LP Gas Retail Outlet Refilling Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-8798 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Rushinga (Matabeleland North) Ward 49 - LP Gas Retail Outlet Refilling Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8799,Marondera (Matabeleland South) Ward 50 - Artisanal Gold Syndicate Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8799; Official Bank Payment Receipt for Prescribed Fee,Marondera (Matabeleland South) Ward 50 - Artisanal Gold Syndicate Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-8799 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Marondera (Matabeleland South) Ward 50 - Artisanal Gold Syndicate Licence Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8800,Goromonzi (Midlands) Ward 1 - Forestry Charcoal Transport Permit Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8800; Official Bank Payment Receipt for Prescribed Fee,Goromonzi (Midlands) Ward 1 - Forestry Charcoal Transport Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-8800 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Goromonzi (Midlands) Ward 1 - Forestry Charcoal Transport Permit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8801,Sekes (Harare) Ward 2 - Heritage Site Commercial Filming Clearance Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8801; Official Bank Payment Receipt for Prescribed Fee,Sekes (Harare) Ward 2 - Heritage Site Commercial Filming Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-8801 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Sekes (Harare) Ward 2 - Heritage Site Commercial Filming Clearance Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8802,Murewa (Bulawayo) Ward 3 - Export CD1 Form Acquittance Verification Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8802; Official Bank Payment Receipt for Prescribed Fee,Murewa (Bulawayo) Ward 3 - Export CD1 Form Acquittance Verification Procedure Application Processing Fee: $50,Obtain Application Form SVC-8802 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Murewa (Bulawayo) Ward 3 - Export CD1 Form Acquittance Verification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8803,Mutoko (Manicaland) Ward 4 - Customs Duty Drawback Claim Audit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8803; Official Bank Payment Receipt for Prescribed Fee,Mutoko (Manicaland) Ward 4 - Customs Duty Drawback Claim Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-8803 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutoko (Manicaland) Ward 4 - Customs Duty Drawback Claim Audit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8804,Uzumba-Maramba-Pfungwe (Mashonaland Central) Ward 5 - PRAZ Procurement Category Renewal Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8804; Official Bank Payment Receipt for Prescribed Fee,Uzumba-Maramba-Pfungwe (Mashonaland Central) Ward 5 - PRAZ Procurement Category Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-8804 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Uzumba-Maramba-Pfungwe (Mashonaland Central) Ward 5 - PRAZ Procurement Category Renewal Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8805,Chinhoyi (Mashonaland East) Ward 6 - SAZ Quality Management ISO Certification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8805; Official Bank Payment Receipt for Prescribed Fee,Chinhoyi (Mashonaland East) Ward 6 - SAZ Quality Management ISO Certification Procedure Application Processing Fee: $50,Obtain Application Form SVC-8805 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chinhoyi (Mashonaland East) Ward 6 - SAZ Quality Management ISO Certification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8806,Kariba (Mashonaland West) Ward 7 - NSSA Pension Retirement Disbursement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8806; Official Bank Payment Receipt for Prescribed Fee,Kariba (Mashonaland West) Ward 7 - NSSA Pension Retirement Disbursement Procedure Application Processing Fee: $50,Obtain Application Form SVC-8806 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kariba (Mashonaland West) Ward 7 - NSSA Pension Retirement Disbursement Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8807,Zvimba (Masvingo) Ward 8 - Official Government Gazette Publication Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8807; Official Bank Payment Receipt for Prescribed Fee,Zvimba (Masvingo) Ward 8 - Official Government Gazette Publication Procedure Application Processing Fee: $50,Obtain Application Form SVC-8807 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Zvimba (Masvingo) Ward 8 - Official Government Gazette Publication Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8808,Chegutu (Matabeleland North) Ward 9 - High Court Execution Writ Service Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8808; Official Bank Payment Receipt for Prescribed Fee,Chegutu (Matabeleland North) Ward 9 - High Court Execution Writ Service Procedure Application Processing Fee: $50,Obtain Application Form SVC-8808 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chegutu (Matabeleland North) Ward 9 - High Court Execution Writ Service Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8809,Kadoma (Matabeleland South) Ward 10 - Ward Civil Registration & Birth Certificate Notification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8809; Official Bank Payment Receipt for Prescribed Fee,Kadoma (Matabeleland South) Ward 10 - Ward Civil Registration & Birth Certificate Notification Procedure Application Processing Fee: $50,Obtain Application Form SVC-8809 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kadoma (Matabeleland South) Ward 10 - Ward Civil Registration & Birth Certificate Notification Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8810,Mhangura (Midlands) Ward 11 - Ward Social Welfare Emergency Relief Grant Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8810; Official Bank Payment Receipt for Prescribed Fee,Mhangura (Midlands) Ward 11 - Ward Social Welfare Emergency Relief Grant Procedure Application Processing Fee: $50,Obtain Application Form SVC-8810 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mhangura (Midlands) Ward 11 - Ward Social Welfare Emergency Relief Grant Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8811,Masvingo Urban (Harare) Ward 12 - Community Borehole Rehabilitation & Water Testing Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8811; Official Bank Payment Receipt for Prescribed Fee,Masvingo Urban (Harare) Ward 12 - Community Borehole Rehabilitation & Water Testing Procedure Application Processing Fee: $50,Obtain Application Form SVC-8811 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Urban (Harare) Ward 12 - Community Borehole Rehabilitation & Water Testing Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-8812,Masvingo Rural (Bulawayo) Ward 13 - Agritex Extension Grain Seedling Distribution Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8812; Official Bank Payment Receipt for Prescribed Fee,Masvingo Rural (Bulawayo) Ward 13 - Agritex Extension Grain Seedling Distribution Procedure Application Processing Fee: $50,Obtain Application Form SVC-8812 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Rural (Bulawayo) Ward 13 - Agritex Extension Grain Seedling Distribution Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-8813,Chiredzi (Manicaland) Ward 14 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8813; Official Bank Payment Receipt for Prescribed Fee,Chiredzi (Manicaland) Ward 14 - Veterinary Dip Tank Livestock Vaccination Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-8813 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chiredzi (Manicaland) Ward 14 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-8814,Gutu (Mashonaland Central) Ward 15 - Primary School Development Committee Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-8814; Official Bank Payment Receipt for Prescribed Fee,Gutu (Mashonaland Central) Ward 15 - Primary School Development Committee Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-8814 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gutu (Mashonaland Central) Ward 15 - Primary School Development Committee Clearance Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
